page,page_title,active_visitors
myhealth.va.gov/mhv-portal-web/mhv.portal?_nfpb=true&_nfto=false&_pagelabel=mhvhome,My HealtheVet,13
nasa.gov/multimedia/nasatv/iss_ustream.html,International Space Station on UStream | NASA,13
nationalmap.gov/small_scale/printable/reference.html,Printable Maps - Reference,13
nlm.nih.gov/medlineplus/ency/article/003643.htm,WBC count: MedlinePlus Medical Encyclopedia,13
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a601102-es.html,Prednisona: MedlinePlus medicinas,13
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a682279-es.html,Clonazepam: MedlinePlus medicinas,13
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a697040-es.html,Levofloxacina: MedlinePlus medicinas,13
nlm.nih.gov/medlineplus/spanish/ency/article/000252.htm,Gastroenteritis viral: MedlinePlus enciclopedia mÃ©dica,13
nlm.nih.gov/medlineplus/spanish/ency/article/000435.htm,Lupus eritematoso sistÃ©mico: MedlinePlus enciclopedia mÃ©dica,13
nlm.nih.gov/medlineplus/spanish/ency/article/001414.htm,Aneurisma en el cerebro: MedlinePlus enciclopedia mÃ©dica,13
nlm.nih.gov/medlineplus/spanish/ency/article/003090.htm,Fiebre: MedlinePlus enciclopedia mÃ©dica,13
nps.gov/aboutus/workwithus.htm,Work with Us (U.S. National Park Service),13
nrc.gov/site-help/search.html?site=allsites,NRC: Search Results,13
nsopw.gov/en-us/search/verification,Verification,13
onboarding.usastaffing.gov/hr/default.aspx,Onboarding Manager HR,13
opm.gov/retirement-services/my-annuity-and-benefits/services-online/,My Annuity and Benefits : Services Online - OPM.gov,13
portal.hud.gov/hudportal/hud?src=/buying/loans,Loans,13
regulations.gov/,Regulations.gov - Docket Browser,13
regulations.gov/,Regulations.gov - Other Document,13
sam.gov/https://www.sam.gov/portal/sam/?portal:componentid=8a467370-daaf-47a0-95c7-6479aec6fc41&interactionstate=jbpns_ro0abxcwabbfannmqnjpzgdlvmlld0lkaaaaaqapl2pzzi9mb290zxiuannwaadfx0vprl9f&portal:type=action,System for Award Management,13
sba.gov/content/follow-these-steps-starting-business,Follow These 9 Steps to Starting a Business | The U.S. Small Business Administration | SBA.gov,13
selectionmanager.usastaffing.gov/,Home,13
smclinician.myhealth.va.gov/mhv-sm-web/addrecipient.action,My HealtheVet - Secure Messaging - Create New Message,13
socialsecurity.gov/retire/index.html,Social Security Retirement Benefits - Online Application Information,13
spotthestation.nasa.gov/sightings/view.cfm?country=united_kingdom&region=england&city=london,"London, England, United Kingdom | Sighting Opportunity | Spot The Station | NASA",13
ssa.gov/oact/cola/rteffect.html,Retirement Earnings Test Calculator,13
studentaid.ed.gov/sa/fafsa/filling-out/dependency,Dependency Status | Federal Student Aid,13
travel.state.gov/content/passports/en/alertswarnings.html,Alerts and Warnings,13
travel.state.gov/content/passports/en/passports/information/card/difference-between-passport-book-and-card.html,Differences Between Passport Book and Passport Card,13
travel.state.gov/content/passports/en/passports/information/where-to-apply/agencies.html,Passport Agencies,13
treasury.gov/auctions/irs/cat_real7.htm,IRS Auction - Category Page,13
treasury.gov/resource-center/data-chart-center/interest-rates/pages/textview.aspx?data=billrates,Daily Treasury Bill Rates Data,13
treasury.gov/resource-center/sanctions/programs/pages/programs.aspx,Sanctions Programs and Country Information,13
usajobs.gov/applicant/savedsearches/listsavedsearches,USAJOBS - Saved Searches,13
usajobs.gov/search/submitadvancedsearch,Advanced Search,13
usastaffing.opm.gov/usastaffing/default.aspx?navigation=staffing,USA StaffingÂ®,13
uscis.gov/citizenship/other-languages/chinese-resources,Chinese Resources | USCIS,13
uscis.gov/file-online,File Online | USCIS,13
uscis.gov/green-card/after-green-card-granted/renew-green-card,Renew a Green Card | USCIS,13
usitc.gov/,USITC | United States International Trade Commission,13
whitehouse.gov/1600/presidents/johnfkennedy,John F. Kennedy | whitehouse.gov,13
whitehouse.gov/scotus,The Supreme Court Nominations | The White House,13
wrh.noaa.gov/satellite/?wfo=lox,National Weather Service - NWS Los Angeles/Oxnard,13
wrh.noaa.gov/satellite/?wfo=pqr,National Weather Service - NWS Portland,13
wrh.noaa.gov/tfx/,National Weather Service - NWS Great Falls,13
apps.irs.gov/app/scripts/exit.jsp?dest=http://epostcard.form990.org/,IRS Disclaimer,12
apps.irs.gov/app/scripts/exit.jsp?dest=https://freefile.taxslayer.com/americanpledge/default.aspx?source=apffaty2015,IRS Disclaimer,12
archives.gov/exhibits/charters/constitution_amendments_11-27.html,The Constitution of the United States: Amendments 11-27,12
benefits.gov/benefits/benefit-finder/,Benefits.gov - Benefit Finder,12
benefits.va.gov/gibill/resources/benefits_resources/rates/ch33/ch33rates080115.asp,"Post-9/11 GI Bill (Chapter 33) Payment Rates for 2015 Academic Year (August 1, 2015 - July 31, 2016) - Education and Training",12
benefits.va.gov/warms/bookc.asp,"38 CFR Book C, Schedule for Rating Disabilities - Web Automated Reference Material System",12
bhs.econ.census.gov/bhs/cosasm/index.html,Report of Organization and Annual Survey of Manufactures,12
bhs.econ.census.gov/bhs/cosasm/surveyor.html,Census Surveyor,12
bls.gov/data/inflation_calculator.htm,Inflation Calculator: Bureau of Labor Statistics,12
cdc.gov/features/scarletfever/,Scarlet Fever: A Group A Streptococcal Infection | Features | CDC,12
cdc.gov/growthcharts/clinical_charts.htm,Growth Charts - Clinical Growth Charts,12
cdc.gov/hand-foot-mouth/about/transmission.html,Hand Foot and Mouth Disease | Causes and Transmission | HFMD | CDC,12
cdc.gov/norovirus/about/transmission.html,Norovirus | Transmission | CDC,12
cdc.gov/spanish/especialescdc/conjuntivitis/,La conjuntivitis generalmente es leve y fÃ¡cil de tratar - Especiales CDC - CDC en EspaÃ±ol,12
cdc.gov/zika/pregnancy/index.html,For Pregnant Women | Zika virus | CDC,12
ceac.state.gov/ivapp/ivapp/esign/signtheapplication.aspx?node=signcertify,Immigrant Visa - Sign and Submit,12
ceac.state.gov/ivapp/ivapp/review/review_reviewpersonal.aspx?node=reviewpersonal,"Immigrant Visa - Review Personal, Address, and Phone",12
consumerfinance.gov/askcfpb/1447/what-best-way-negotiate-settlement-debt-collector.html,What is the best way to negotiate a settlement with a debt collector? > Consumer Financial Protection Bureau,12
cpms.osd.mil/subpage/afwageschedules/,AF Wage Schedules,12
dol.gov/general/topic/workhours/breaks,Breaks and Meal Periods | United States Department of Labor,12
dol.gov/whd/minwage/america.htm,Minimum Wage Laws in the States - Wage and Hour Division (WHD) - U.S. Department of Labor,12
donotcall.gov/faq/faqdefault.aspx,National Do Not Call Registry,12
drugabuse.gov/publications/drugfacts/cocaine,DrugFacts: Cocaine | National Institute on Drug Abuse (NIDA),12
eauth.va.gov/wssweb/wss-common-webparts/mvc/ebn/benefitsmain,Additional Benefits,12
espanol.cdc.gov/enes/flu/professionals/antivirals/summary-clinicians.htm,Medicamentos antivirales para la influenza: Resumen para mÃ©dicos clÃ_nicos | Profesionales de la salud | Influenza estacional (gripe),12
faa.gov/regulations_policies/faa_regulations/,FAA Regulations,12
faq.ssa.gov/ics/support/kbanswer.asp?questionid=3881,Selected Topic,12
faq.ssa.gov/link/portal/34011/34019/article/3792/what-should-i-do-if-i-think-someone-is-using-my-social-security-number,What should I do if I think someone is using my Social Security number?,12
faq.ssa.gov/link/portal/34011/34019/article/3881/how-do-i-schedule-reschedule-or-cancel-an-appointment,"How do I schedule, reschedule, or cancel an appointment?",12
fbo.gov/index?s=opportunity&mode=list&tab=watch,Watched Opportunities - Federal Business Opportunities: Opportunities,12
fda.gov/iceci/enforcementactions/warningletters/2013/ucm363201.htm,"2013 > Castle Cheese, Inc. 7/11/13",12
fda.gov/safety/medwatch/safetyinformation/safetyalertsforhumanmedicalproducts/ucm471531.htm,Safety Alerts for Human Medical Products > Plavix (clopidogrel): Drug Safety Communication - Long-term Treatment Does Not Change Risk of Death,12
fiscal.treasury.gov/fsservices/gov/debtcoll/dms/top/debt_top.htm,Treasury Offset Program,12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 41.84Â°N and Longitude 87.68Â°W,12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 45.34Â°N and Longitude 121.72Â°W (Elev. 6339 ft),12
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 46.93Â°N and Longitude 121.49Â°W (Elev. 5233 ft),12
ftccomplaintassistant.gov/details,Complaint Detail Information - FTC Complaint Assistant,12
grc.nasa.gov/www/k-12/airplane/wrong1.html,Incorrect Lift Theory,12
hhs.gov/ohrp/humansubjects/guidance/45cfr46.html,Code of Federal Regulations | HHS.gov,12
imagine.gsfc.nasa.gov/science/toolbox/emspectrum1.html,Electromagnetic Spectrum - Introduction,12
irs.gov/businesses/small-businesses-&-self-employed/estate-tax,Estate Tax,12
irs.gov/businesses/small-businesses-&-self-employed/estimated-taxes,Estimated Taxes,12
irs.gov/businesses/small-businesses-&-self-employed/tax-scams-how-to-report-them,Tax Scams - How to Report Them,12
irs.gov/businesses/small-businesses-&-self-employed/understanding-a-federal-tax-lien,Understanding a Federal Tax Lien,12
irs.gov/individuals/about wheres my refund,"About ""Where's My Refund?""",12
irs.gov/individuals/first-time-homebuyer-credit-account-look-up,First Time Homebuyer Credit Account Look-up,12
irs.gov/individuals/understanding-your-cp01a-notice,Understanding Your CP01A Notice,12
irs.gov/instructions/i109495b/ar01.html,Instructions for Forms 1094-B and 1095-B (2015),12
irs.gov/news-&-events,News & Events,12
irs.gov/publications/p946/ch04.html,"Publication 946 (2015), How To Depreciate Property",12
irs.gov/publications/p972/ar02.html,"Publication 972 (2015), Child Tax Credit",12
irs.gov/taxtopics/index.html,Tax Topics,12
irs.gov/uac/529-plans:-questions-and-answers,529 Plans: Questions and Answers,12
irs.gov/uac/about-form-1023,"Form 1023, Application for Recognition of Exemption Under Section 501(c)(3) of the Internal Revenue Code",12
irs.gov/uac/about-publication-501,"Publication 501, Exemptions, Standard Deduction, and Filing Information",12
irs.gov/uac/contact-my-local-office-in-pennsylvania,Contact My Local Office in Pennsylvania,12
"irs.gov/uac/form-w-8ben,-certificate-of-foreign-status-of-beneficial-owner-for-united-states-tax-withholding","Form W-8BEN, Certificate of Foreign Status of Beneficial Owner for United States Tax Withholding",12
irs.gov/uac/services-provided-one,Services Provided,12
kids.usa.gov/three-branches-of-government/index.shtml,Three Branches of Government | Government for Kids | Grades K - 5 | Kids.gov,12
mars.jpl.nasa.gov/allaboutmars/facts/,Mars Facts,12
mobile.weather.gov/?go2=get+weather,NWS Mobile Weather,12
my.usajobs.gov/applicant/profile/personalinformation,USAJOBS - Profile - Personal Information,12
nasa.gov/audience/forstudents/k-4/stories/nasa-knows/what-is-a-black-hole-k4.html,What Is a Black Hole? | NASA,12
nasa.gov/mission_pages/newhorizons/main/index.html,New Horizons | NASA,12
nces.ed.gov/ccd/schoolsearch/school_list.asp?search=1&zip=32931&miles=20&county=&phoneareacode=&phone=&districttype=1&districttype=2&districttype=3&districttype=4&districttype=5&districttype=6&districttype=7&numofstudents=&numofstudentsrange=more&numofschools=&numofschoolsrange=more,Search for Public Schools - Search Results,12
nlm.nih.gov/medlineplus/ency/article/000573.htm,Disseminated intravascular coagulation (DIC): MedlinePlus Medical Encyclopedia,12
nlm.nih.gov/medlineplus/ency/article/003120.htm,Abdominal pain: MedlinePlus Medical Encyclopedia,12
nlm.nih.gov/medlineplus/ency/article/003479.htm,Bilirubin blood test: MedlinePlus Medical Encyclopedia,12
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a685017-es.html,Dicloxacilina: MedlinePlus medicinas,12
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a689006-es.html,Fluoxetina: MedlinePlus medicinas,12
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a699015-es.html,Sildenafil: MedlinePlus medicinas,12
nlm.nih.gov/medlineplus/spanish/ency/article/000246.htm,SÃ_ndrome del intestino irritable : MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/000255.htm,Cirrosis: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/000726.htm,Accidente cerebrovascular: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/000898.htm,Preeclampsia: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/000914.htm,Miomas uterinos: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/001549.htm,SÃ_ndrome de Asperger: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/001652.htm,IntoxicaciÃ_n alimentaria: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/003079.htm,Dolor torÃ¡cico: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/003644.htm,Conteo de glÃ_bulos rojos: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/ency/article/007278.htm,HipotensiÃ_n: MedlinePlus enciclopedia mÃ©dica,12
nlm.nih.gov/medlineplus/spanish/thyroiddiseases.html,Enfermedades de la tiroides: MedlinePlus en espaÃ±ol,12
nps.gov/glac/index.htm,Glacier National Park (U.S. National Park Service),12
nps.gov/glac/learn/photosmultimedia/webcams.htm,Glacier National Park Webcams - Glacier National Park (U.S. National Park Service),12
nps.gov/maps/embed.html?mapid=f0cc55f0-99a6-4be4-a4d8-b9cbdb5931db,Maps | National Park Service,12
opm.gov/retirement-services/my-annuity-and-benefits/annuity-payments/,Annuity Payments,12
osha.gov/pls/imis/sicsearch.html,Standard Industrial Classification (SIC) System Search,12
portal.hud.gov/hudportal/hud?src=/fhafaq,FHAFAQ,12
sm.myhealth.va.gov/mhv-sm-web/leftnav.action,My HealtheVet - Secure Messaging - Sent,12
smclinician.myhealth.va.gov/mhv-sm-web/savemessageastiu.action,My HealtheVet - Secure Messaging - Read Message,12
socialsecurity.gov/disabilityssi/,Social Security Disability Benefits - Online Application Information,12
spanish.bogota.usembassy.gov/informacin_general.html,"CÃ_mo Solicitar Una Visa | BogotÃ¡, Colombia - Embajada de Los Estados Unidos de America",12
spc.noaa.gov/climo/reports/yesterday.html,Storm Prediction Center Yesterday's Storm Reports,12
spc.noaa.gov/m/,Storm Prediction Center,12
spc.noaa.gov/products/exper/day4-8/,"Storm Prediction Center Feb 17, 2016 Day 4-8 Severe Weather Outlook",12
ssa.gov/news/press/factsheets/colafacts2016.html,Social Security Press Office: 2016 Social Security Changes,12
ssa.gov/planners/lifeexpectancy.html,Calculators: Life Expectancy,12
ssa.gov/planners/retire/retirechart.html,Retirement Planner: Full Retirement Age,12
state.gov/r/pa/prs/ps/2016/02/252581.htm,Haiti's Roadmap Towards Completion of the Electoral Cycle,12
step.state.gov/step/pages/individuals/newaccountstart.aspx,Create Individual Account,12
travel.state.gov/content/passports/en/passports/16-and-17.html,Children Age 16 and 17,12
travel.state.gov/content/visas/en/forms/ds-160--online-nonimmigrant-visa-application.html,DS-160: Online Nonimmigrant Visa Application,12
travel.state.gov/content/visas/en/immigrate/immigrant-process/approved/checkdate.html,Check Priority Date,12
tsa.gov/travel/special-procedures,Disabilities and Medical Conditions | Transportation Security Administration,12
usa.gov/federal-agencies/a,A | A-Z Index of U.S. Government Departments and Agencies | USA.gov,12
usa.gov/government-jobs,Find a Federal Government Job | USA.gov,12
usajobs.gov/getjob/viewdetails/412932900,USAJOBS - Search Jobs,12
usastaffing.opm.gov/usastaffing/common/advancedfind.aspx,USA StaffingÂ®,12
uscis.gov/addresschange,Change of Address Information | USCIS,12
uscis.gov/citizenship/other-languages/vietnamese-resources,Vietnamese Resources | USCIS,12
uscis.gov/file-online/how-pay-uscis-immigrant-fee,How to Pay the USCIS Immigrant Fee | USCIS,12
uscis.gov/i-129-addresses,"Direct Filing Addresses for Form I-129, Petition for Nonimmigrant Worker | USCIS",12
usitc.gov/tata/hts/index.htm,Official Harmonized Tariff Schedule 2016 | USITC,12
usmint.gov/campaigns/?action=aahm&cm_mmc=exacttarget-_-campaign-_-20160217africanamericanhistorymonth_info-_-historyctainfosite,The United States Mint,12
vehiclehistory.gov/,National Motor Vehicle Title Information System,12
water.weather.gov/ahps/,NOAA - National Weather Service - Water,12
weather.gov/aly/,"Albany, NY",12
weather.gov/iln/,"Wilmington, OH",12
weather.gov/ilx/,Central Illinois,12
weather.gov/lmk/,"Louisville, KY",12
whitehouse.gov/administration/president-obama,President Barack Obama | whitehouse.gov,12
whitehouse.gov/live,Live Events | whitehouse.gov,12
whitehouse.gov/the-press-office/2016/02/13/presidential-proclamation-death-antonin-scalia,Presidential Proclamation: Death of Antonin Scalia | whitehouse.gov,12
whitehouse.gov/the-press-office/2016/02/16/joint-statement-us-asean-special-leaders-summit-sunnylands-declaration,Joint Statement of the U.S.-ASEAN Special Leadersâ€™ Summit: Sunnylands Declaration | whitehouse.gov,12
wrh.noaa.gov/otx/,National Weather Service - NWS Spokane,12
wrh.noaa.gov/wrh/faq/radar.php?wfo=lox,National Weather Service - NWS Los Angeles/Oxnard,12
www2.ed.gov/programs/fpg/index.html,Federal Pell Grant Program,12
ai.fmcsa.dot.gov/sms/search/index.aspx,Safety Measurement System - Simple Search,11
apod.nasa.gov/apod/ap160217.html,APOD: 2016 February 17 - Milky Way over the Pinnacles in Australia,11
apps.irs.gov/app/officelocator/index.jsp,IRS Local Office Locator,11
apps.irs.gov/app/picklist/list/formspublications.html?value=1040a&criteria=formnumber&submitsearch=find,Forms and Publications (PDF),11
apps.irs.gov/app/scripts/exit.jsp?dest=https://www.1040.com/irsfreefile,IRS Disclaimer,11
apps.irs.gov/app/scripts/exit.jsp?dest=tel:1-800-829-1040,IRS Disclaimer,11
apps.irs.gov/app/taxmat/shippinginfo.jsp,Shipping Address Entry,11
archives.gov/exhibits/charters/constitution.html,Constitution of the United States - Official,11
arh.noaa.gov/,"National Weather Service, Alaska Region Headquarters, AK",11
bls.gov/home.htm,U.S. Bureau of Labor Statistics,11
catalog.usmint.gov/african-american-history-month-interest/?cm_mmc=exacttarget-_-campaign-_-20160217africanamericanhistorymonth_catalog-_-historyctacatalog,African American History Month | US Mint,11
caweb.sba.gov/elend/servicing/dataentry/dsp_frames.cfm?gotopagetype=appl,SBA Loan Servicing System,11
cdc.gov/epstein-barr/about-ebv.html,Epstein-barr | Mononucleosis | About Virus | Mono | CDC,11
cdc.gov/flu/,Influenza (Flu) | CDC,11
cdc.gov/flu/about/qa/disease.htm,Seasonal Influenza Q&A | Seasonal Influenza (Flu) | CDC,11
cdc.gov/growthcharts/who_charts.htm,Growth Charts - WHO Child Growth Standards,11
cdc.gov/hiv/basics/transmission.html,HIV Transmission | HIV Basics | HIV/AIDS | CDC,11
cdc.gov/meningitis/viral.html,Meningitis | Viral | CDC,11
cdc.gov/mmwr/volumes/65/wr/mm6505e2.htm,"Update: Interim Guidelines for Health Care Providers Caring for Pregnant Women and Women of Reproductive Age with Possible Zika Virus Exposure â€” United States, 2016 | MMWR",11
cdc.gov/nhsn/,NHSN | CDC,11
cdc.gov/std/spanish/vb/stdfact-bacterial-vaginosis-s.htm,Vaginosis bacteriana (VB) - Enfermedades de transmisiÃ_n sexual (ETS),11
cdc.gov/zika/qa/gbs-qa.html,Guillain-BarrÃ© syndrome Q & A | Zika virus | CDC,11
ceac.state.gov/genniv/common/email.aspx,Nonimmigrant - Email,11
ceac.state.gov/ivapp/ivapp/complete/complete_family4.aspx?node=children,Immigrant Visa - Family Information: Children,11
ceac.state.gov/ivapp/ivapp/complete/complete_previousustravel.aspx?node=previousustravel,Immigrant Visa - Previous U.S. Travel Information,11
ceac.state.gov/ivapp/ivapp/complete/complete_workeducation1.aspx?node=workeducation1,Immigrant Visa - Present Work/Education/Training Information,11
census.gov/foreign-trade/schedules/b/index.html,Foreign trade - Schedule B,11
choosemyplate.gov/myplate-daily-checklist,MyPlate Daily Checklist | Choose MyPlate,11
complaint.ic3.gov/default.aspx,IC3 Complaint Referral Form,11
consumer.ftc.gov/articles/0076-phone-scams,Phone Scams | Consumer Information,11
consumer.ftc.gov/articles/0262-stopping-unsolicited-mail-phone-calls-and-email,"Stopping Unsolicited Mail, Phone Calls, and Email | Consumer Information",11
data.bls.gov/cgi-bin/surveymost,Bureau of Labor Statistics Data,11
disasterassistance.gov/,Home | DisasterAssistance.gov | Access to Disaster Help and Resources,11
dol.gov/ebsa/5500main.html,Annual Return/Report 5500 Series Forms and Instructions,11
drugabuse.gov/publications/mdma-ecstasy-abuse/what-are-effects-mdma,What are the effects of MDMA? | National Institute on Drug Abuse (NIDA),11
earthquake.usgs.gov/earthquakes/map/,"7 Days, Magnitude 2.5+ Worldwide",11
ebenefits.va.gov/ebenefits/about/feature?feature=cert-of-eligibility-home-loan,About This Feature - eBenefits,11
educationusa.state.gov/,EducationUSA,11
epa.gov/bedbugs/how-find-bed-bugs,How to Find Bed Bugs | Bed Bugs: Get Them Out and Keep Them Out | US EPA,11
epa.gov/epcra/tier2-submit-software,Tier2 Submit Software | Emergency Planning and Community Right-to-Know Act (EPCRA) | US EPA,11
fda.gov/iceci/enforcementactions/warningletters/2014/ucm415809.htm,"2014 > dÅçTERRA International, LLC 9/22/14",11
fda.gov/safety/medwatch/default.htm,MedWatch: The FDA Safety Information and Adverse Event Reporting Program,11
find.irs.gov/search?affiliate=irs-fp,#NAME?,11
find.irs.gov/search?utf8=?&affiliate=irs-fp&commit=search,8965 - IRS Current Forms & Publications Search Search Results,11
fmcsa.dot.gov/registration/updating-your-registration,Updating Your Registration or Authority | Federal Motor Carrier Safety Administration,11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 30.27Â°N and Longitude 97.74Â°W (Elev. 509 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 32.72Â°N and Longitude 117.15Â°W (Elev. 118 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.58Â°N and Longitude 121.49Â°W (Elev. 16 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.88Â°N and Longitude 77.11Â°W (Elev. 249 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.34Â°N and Longitude 120.17Â°W (Elev. 5830 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.02Â°N and Longitude 105.25Â°W (Elev. 5358 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.56Â°N and Longitude 105.07Â°W (Elev. 4984 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.58Â°N and Longitude 111.61Â°W (Elev. 9442 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 42.49Â°N and Longitude 96.39Â°W (Elev. 1099 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 43.17Â°N and Longitude 77.63Â°W (Elev. 472 ft),11
fsa.usda.gov/fsa/notices?area=home&subject=lare&topic=not&getdata=fsa,Notices,11
ftc.gov/faq/consumer-protection/get-my-free-credit-report,Get My Free Credit Report | Federal Trade Commission,11
goes.noaa.gov/wcir4.html,"Western U.S. Infrared, Enhancement 4 - NOAA GOES Geostationary Satellite Server",11
hhs.gov/hipaa/for-individuals/guidance-materials-for-consumers/index.html,Your Rights Under HIPAA | HHS.gov,11
hrsa.gov/index.html,Official Web site of the U.S. Health Resources & Services Administration,11
irs.gov/affordable-care-act,Affordable Care Act (ACA) Tax Provisions,11
irs.gov/affordable-care-act/employers/questions-and-answers-on-employer-shared-responsibility-provisions-under-the-affordable-care-act,Questions and Answers on Employer Shared Responsibility Provisions Under the Affordable Care Act,11
irs.gov/charities-&-non-profits/charitable-organizations/charitable-contribution-deductions,Charitable Contribution Deductions,11
irs.gov/credits-&-deductions/individuals/earned-income-tax-credit/what-is-earned-income,What is Earned Income?,11
"irs.gov/government-entities/federal,-state-&-local-governments/group-term-life-insurance",Group-Term Life Insurance,11
irs.gov/individuals/employees/tax-withholding,Tax Withholding,11
irs.gov/individuals/qualified-ed-expenses,Qualified Education Expenses,11
irs.gov/individuals/sales-tax-deduction-calculator,Sales Tax Deduction Calculator,11
irs.gov/instructions/i8962/ch02.html,Instructions for Form 8962 (2015),11
irs.gov/payments/direct-pay-help,Additional Information on IRS Direct Pay,11
irs.gov/publications/p929/ar02.html,"Publication 929 (2015), Tax Rules for Children and Dependents",11
irs.gov/retirement-plans/retirement-plans-faqs-regarding-iras-distributions-(withdrawals),IRA FAQs - Distributions (Withdrawals),11
irs.gov/taxtopics/tc409.html,Tax Topics - Topic 409 Capital Gains and Losses,11
irs.gov/taxtopics/tc500.html,Tax Topics - Topic 500 Itemized Deductions,11
irs.gov/uac/contact-my-local-office-in-illinois,Contact My Local Office in Illinois,11
irs.gov/uac/contact-my-local-office-in-missouri,Contact My Local Office in Missouri,11
irs.gov/uac/florida-where-to-file-addresses-for-taxpayers-and-tax-professionals,FLORIDA - Where to File Addresses for Taxpayers and Tax Professionals,11
"irs.gov/uac/form-1098,-mortgage-interest-statement","Form 1098, Mortgage Interest Statement",11
irs.gov/uac/newsroom/earned-income-tax-credit,Earned Income Tax Credit; Do I Qualify?,11
irs.gov/uac/tax-scams-consumer-alerts,Tax Scams/Consumer Alerts,11
myhealth.va.gov/mhv-portal-web/mhv.portal?_nfpb=true&_nfto=false&_pagelabel=pharmacyhome,My HealtheVet,11
nasa.gov/audience/forkids/kidsclub/flash/index.html,NASA Kids Club | NASA,11
nasa.gov/feature/goddard/2016/nasas-sdo-sees-unraveling-solar-prominence/,Unraveling Solar Prominence | NASA,11
nasa.gov/multimedia/nasatv/,NASA Television | NASA,11
ncdc.noaa.gov/monitoring-references/dyk/colorado-basin-drought,Drought in the Colorado River Basin | Did You Know? | National Centers for Environmental Information (NCEI),11
nces.ed.gov/fastfacts/display.asp?id=372,Fast Facts,11
nhsc.hrsa.gov/loanrepayment/loanrepaymentprogram.html,NHSC Loan Repayment Program - NHSC,11
nlm.nih.gov/medlineplus/ency/article/007562.htm,Glucose screening and tolerance tests during pregnancy: MedlinePlus Medical Encyclopedia,11
nlm.nih.gov/medlineplus/ency/patientinstructions/000122.htm,When you have nausea and vomiting: MedlinePlus Medical Encyclopedia,11
nlm.nih.gov/medlineplus/spanish/diverticulosisanddiverticulitis.html,Diverticulosis y diverticulitis: MedlinePlus en espaÃ±ol,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a600014-es.html,Montelukast: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a605045-es.html,Pregabalina: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a681029-es.html,Naproxeno: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a682730-es.html,Cefadroxilo: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a684035-es.html,Metoclopramida oral: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a692044-es.html,Amlodipino: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/ency/article/000156.htm,Trombosis venosa profunda: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000158.htm,Generalidades sobre la insuficiencia cardÃ_aca: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000249.htm,Enfermedad de Crohn : MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000264.htm,Colecistitis aguda: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000284.htm,Hepatitis C: MedlinePlus enciclopedia mÃ©dica,11
